,ZCTA,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,zip_code_ta,Population,Sample Count,Black or Black and other race,White,Median Income,Median Family Income In The Past 12 Months,Black alone,Median Age,Housing Units,Average Unit Size,Density (persons per square mile),Confirmed NH/ACF Deaths,Presumed NH/ACF Deaths,NH/ACF Deaths
121,11204,121.0,121.0,121.0,121.0,121.0,121.0,121.0,121.0,11204.0,76978.0,7300.0,1118.0,44686.0,22545.0,56168.0,893.0,34.7,23601.0,3.261641455870514,49171.80617,2,1,3
122,11205,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,11205.0,46064.0,3500.0,15686.0,22570.0,29349.0,59314.0,14651.0,29.8,16294.0,2.8270529029090463,42535.30032,0,0,0
123,11206,123.0,123.0,123.0,123.0,123.0,123.0,123.0,123.0,11206.0,88349.0,5700.0,25356.0,41715.0,21869.0,34951.0,23405.0,29.3,31042.0,2.8461117196056955,56957.46165,0,0,0
124,11207,124.0,124.0,124.0,124.0,124.0,124.0,124.0,124.0,11207.0,91972.0,6600.0,60644.0,13372.0,22579.0,47032.0,59171.0,34.1,33240.0,2.7669073405535496,34962.93523,10,23,33
125,11208,125.0,125.0,125.0,125.0,125.0,125.0,125.0,125.0,11208.0,98660.0,6500.0,54888.0,25549.0,27087.0,48487.0,53666.0,32.5,32181.0,3.0657841583543086,27445.96165,5,18,23
126,11209,126.0,126.0,126.0,126.0,126.0,126.0,126.0,126.0,11209.0,67809.0,6200.0,2916.0,50050.0,41450.0,97345.0,2078.0,40.6,29297.0,2.3145373246407477,31846.90102,0,0,0
127,11210,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,11210.0,67040.0,5800.0,40155.0,20877.0,34187.0,75151.0,39272.0,35.6,22267.0,3.0107333722549066,37786.71542,0,0,0
128,11211,128.0,128.0,128.0,128.0,128.0,128.0,128.0,128.0,11211.0,102624.0,6800.0,8084.0,76620.0,40122.0,60044.0,6611.0,30.7,39384.0,2.605728214503352,39215.4047,0,0,0
129,11212,129.0,129.0,129.0,129.0,129.0,129.0,129.0,129.0,11212.0,76527.0,4700.0,63695.0,5487.0,17869.0,40188.0,62425.0,37.6,31454.0,2.432981496788962,54941.48244,26,18,44
130,11213,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,11213.0,66295.0,4500.0,46001.0,14869.0,25107.0,47055.0,44813.0,33.4,25027.0,2.64893914572262,58448.21265,1,6,7
131,11214,131.0,131.0,131.0,131.0,131.0,131.0,131.0,131.0,11214.0,92946.0,7900.0,1660.0,45769.0,24651.0,61799.0,1364.0,39.6,31933.0,2.9106566874393263,40562.92906,24,95,119
132,11215,132.0,132.0,132.0,132.0,132.0,132.0,132.0,132.0,11215.0,70156.0,5700.0,4752.0,53421.0,63578.0,156558.0,3233.0,36.0,28635.0,2.4500087305744715,29149.6786,0,0,0
133,11216,133.0,133.0,133.0,133.0,133.0,133.0,133.0,133.0,11216.0,56308.0,3900.0,33463.0,16316.0,36338.0,69266.0,32083.0,34.2,24079.0,2.338469205531791,58091.97861000001,5,0,5
134,11217,134.0,134.0,134.0,134.0,134.0,134.0,134.0,134.0,11217.0,41407.0,3400.0,8922.0,24009.0,57988.0,127886.0,8163.0,35.0,17447.0,2.3733020003438985,47777.62983,10,20,30
135,11218,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,11218.0,74508.0,5900.0,7142.0,44496.0,32216.0,74529.0,6015.0,34.2,24866.0,2.9963806000160864,52711.98318,3,1,4
136,11219,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,11219.0,90036.0,7100.0,1246.0,60521.0,19006.0,40354.0,931.0,27.8,24430.0,3.685468686041752,62227.39541000001,14,39,53
137,11220,137.0,137.0,137.0,137.0,137.0,137.0,137.0,137.0,11220.0,95643.0,7000.0,3363.0,29005.0,20395.0,44401.0,2458.0,34.3,28083.0,3.405725883986753,55610.27359,0,0,0
138,11221,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,11221.0,83835.0,5400.0,42967.0,23203.0,27589.0,54886.0,41079.0,31.6,30871.0,2.7156554695345148,57046.27621,0,4,4
139,11222,139.0,139.0,139.0,139.0,139.0,139.0,139.0,139.0,11222.0,36492.0,3100.0,1983.0,29893.0,52004.0,93082.0,1590.0,34.8,17256.0,2.1147426981919333,24234.90814,0,0,0
140,11223,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,11223.0,81789.0,7000.0,4443.0,46811.0,23522.0,60560.0,3886.0,36.5,27958.0,2.9254238500608056,37960.94503,0,1,1
141,11224,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,11224.0,46707.0,3000.0,11121.0,27137.0,17600.0,43416.0,10495.0,45.5,18725.0,2.494365821094793,30862.605310000006,15,58,73
142,11225,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,11225.0,58882.0,3300.0,38536.0,16038.0,31933.0,62400.0,37614.0,34.8,24105.0,2.442729724123626,64286.1991,0,0,0
143,11226,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,11226.0,100277.0,6100.0,69703.0,15288.0,29366.0,58387.0,68415.0,34.7,36733.0,2.7298886559769144,78799.06905,10,35,45
144,11228,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,11228.0,44994.0,5300.0,692.0,25047.0,29294.0,80352.0,521.0,41.1,15306.0,2.9396315170521365,28427.21088,1,12,13
145,11229,145.0,145.0,145.0,145.0,145.0,145.0,145.0,145.0,11229.0,83615.0,8300.0,5488.0,54043.0,31259.0,75945.0,4985.0,40.8,30946.0,2.7019647127253927,37062.52895,3,5,8
146,11230,146.0,146.0,146.0,146.0,146.0,146.0,146.0,146.0,11230.0,89075.0,8100.0,6909.0,62333.0,25425.0,62448.0,6328.0,33.8,30572.0,2.913613764228706,46960.86957,0,0,0
147,11231,147.0,147.0,147.0,147.0,147.0,147.0,147.0,147.0,11231.0,37845.0,2700.0,6013.0,24939.0,56835.0,139857.0,5262.0,35.9,15702.0,2.410202521971723,23443.03797,0,0,0
148,11232,148.0,148.0,148.0,148.0,148.0,148.0,148.0,148.0,11232.0,27602.0,2100.0,2467.0,11391.0,26635.0,52764.0,1772.0,33.8,8812.0,3.1323195642305945,21996.10895,0,0,0
149,11233,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,11233.0,76819.0,4800.0,61749.0,6731.0,28652.0,46037.0,60526.0,33.0,29345.0,2.6177883796217407,49742.5816,1,7,8
150,11234,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,11234.0,95666.0,9200.0,44625.0,39753.0,36065.0,90864.0,43831.0,40.3,31835.0,3.0050573268415266,11629.60509,0,0,0
151,11235,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,11235.0,78128.0,6000.0,2303.0,58754.0,27444.0,68446.0,2011.0,45.1,32269.0,2.421147231088661,35232.41318,48,57,105
152,11236,152.0,152.0,152.0,152.0,152.0,152.0,152.0,152.0,11236.0,100331.0,9000.0,87662.0,5879.0,33928.0,79301.0,86679.0,37.9,33282.0,3.0145724415600026,26113.2128,7,9,16
153,11237,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,11237.0,49310.0,3200.0,7451.0,20736.0,26552.0,40428.0,6670.0,30.3,16740.0,2.9456391875746712,50914.28571,0,0,0
154,11238,154.0,154.0,154.0,154.0,154.0,154.0,154.0,154.0,11238.0,54540.0,4000.0,22012.0,25308.0,50142.0,105246.0,20521.0,35.8,24547.0,2.221860105104493,44540.68716,10,6,16
155,11239,155.0,155.0,155.0,155.0,155.0,155.0,155.0,155.0,11239.0,13244.0,550.0,8166.0,4057.0,18092.0,40922.0,7991.0,46.8,6764.0,1.9580130100532231,22933.21918,2,12,14
156,11351,156.0,156.0,156.0,156.0,156.0,156.0,156.0,156.0,11351.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
157,11354,157.0,157.0,157.0,157.0,157.0,157.0,157.0,157.0,11354.0,55200.0,3700.0,2134.0,11472.0,22098.0,49493.0,1775.0,45.5,20112.0,2.7446300715990453,25324.41163,78,107,185
158,11355,158.0,158.0,158.0,158.0,158.0,158.0,158.0,158.0,11355.0,80853.0,5500.0,3413.0,10683.0,20942.0,42758.0,2748.0,42.8,27606.0,2.9288198217778745,49379.52846,7,53,60
159,11356,159.0,159.0,159.0,159.0,159.0,159.0,159.0,159.0,11356.0,23362.0,1700.0,496.0,8389.0,30741.0,64495.0,419.0,37.1,7453.0,3.134576680531329,14919.159769999998,0,0,0
160,11357,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,11357.0,39902.0,2900.0,508.0,27972.0,36868.0,93862.0,259.0,45.5,14515.0,2.7490182569755426,13977.15102,12,12,24
161,11358,161.0,161.0,161.0,161.0,161.0,161.0,161.0,161.0,11358.0,37190.0,4000.0,585.0,15507.0,32348.0,75756.0,352.0,43.9,13042.0,2.8515565097377698,19264.23807,0,0,0
162,11359,162.0,162.0,162.0,162.0,162.0,162.0,162.0,162.0,11359.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
163,11360,163.0,163.0,163.0,163.0,163.0,163.0,163.0,163.0,11360.0,19621.0,1400.0,313.0,12199.0,48401.0,106151.0,196.0,48.5,8583.0,2.2860305254572992,13141.26653,0,0,0
164,11361,164.0,164.0,164.0,164.0,164.0,164.0,164.0,164.0,11361.0,27246.0,3000.0,1248.0,13252.0,39358.0,95567.0,1036.0,43.3,10026.0,2.717534410532615,16271.89989,32,30,62
165,11362,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,11362.0,18721.0,1200.0,405.0,9308.0,42370.0,105685.0,176.0,49.4,7151.0,2.617955530695008,7103.626943000001,5,1,6
166,11363,166.0,166.0,166.0,166.0,166.0,166.0,166.0,166.0,11363.0,6952.0,550.0,146.0,4124.0,50866.0,125907.0,124.0,47.8,2661.0,2.612551672303645,8041.426928,0,0,0
167,11364,167.0,167.0,167.0,167.0,167.0,167.0,167.0,167.0,11364.0,36806.0,2900.0,1194.0,14708.0,40369.0,92310.0,962.0,44.8,13554.0,2.715508337022281,13995.54475,0,0,0
168,11365,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,11365.0,44983.0,2600.0,4254.0,15033.0,30716.0,75024.0,3815.0,40.8,15571.0,2.8888960246612294,16921.105330000002,0,0,0
169,11366,169.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,11366.0,14650.0,1200.0,829.0,6295.0,31675.0,90026.0,768.0,40.6,4633.0,3.1620979926613426,12357.99087,1,0,1
170,11367,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,11367.0,41824.0,2600.0,3930.0,23407.0,30023.0,64438.0,3526.0,36.4,14580.0,2.8685871056241425,17275.6734,0,0,0
171,11368,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,11368.0,112425.0,6300.0,12777.0,42338.0,21905.0,48245.0,11805.0,32.4,28502.0,3.9444600378920778,41767.09726,20,4,24
172,11369,172.0,172.0,172.0,172.0,172.0,172.0,172.0,172.0,11369.0,34118.0,3300.0,6112.0,9834.0,25773.0,61875.0,5546.0,38.3,10294.0,3.3143578783757532,35854.2247,10,14,24
173,11370,173.0,173.0,173.0,173.0,173.0,173.0,173.0,173.0,11370.0,32514.0,2700.0,5064.0,13704.0,28123.0,79861.0,4869.0,37.5,7993.0,4.0678093331665215,27239.53329,0,0,0
174,11371,174.0,174.0,174.0,174.0,174.0,174.0,174.0,174.0,11371.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
175,11372,175.0,175.0,175.0,175.0,175.0,175.0,175.0,175.0,11372.0,61844.0,2700.0,2435.0,35443.0,30999.0,59083.0,1973.0,40.5,23814.0,2.596959771562946,90415.19674,7,5,12
176,11373,176.0,176.0,176.0,176.0,176.0,176.0,176.0,176.0,11373.0,93967.0,6200.0,2472.0,20359.0,25317.0,54873.0,2003.0,38.2,30285.0,3.1027571404985967,66154.85564,0,0,0
177,11374,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,11374.0,42653.0,3000.0,2345.0,22481.0,38072.0,82615.0,1881.0,43.8,19416.0,2.1967964565306963,46481.87633,0,0,0
178,11375,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,11375.0,73488.0,5400.0,3444.0,44651.0,50363.0,103712.0,2008.0,42.7,32857.0,2.236601028700125,34713.636360000004,19,12,31
179,11377,179.0,179.0,179.0,179.0,179.0,179.0,179.0,179.0,11377.0,86421.0,6000.0,2812.0,42254.0,30227.0,60870.0,2299.0,40.0,31400.0,2.7522611464968154,35324.41998,4,3,7
180,11378,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,11378.0,37279.0,3800.0,1047.0,26836.0,34100.0,84646.0,635.0,37.7,12604.0,2.9577118375119014,13648.45884,2,17,19
181,11379,181.0,181.0,181.0,181.0,181.0,181.0,181.0,181.0,11379.0,37851.0,3700.0,730.0,29559.0,38713.0,99488.0,367.0,42.7,13504.0,2.8029472748815167,16781.20482,13,20,33
182,11385,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,11385.0,106717.0,8100.0,3222.0,87155.0,34339.0,73624.0,2415.0,35.4,35126.0,3.0381199111769064,27288.12621,0,0,0
183,11411,183.0,183.0,183.0,183.0,183.0,183.0,183.0,183.0,11411.0,20759.0,2400.0,19475.0,699.0,37369.0,106230.0,19233.0,44.2,6270.0,3.3108452950558216,15873.39607,0,0,0
184,11412,184.0,184.0,184.0,184.0,184.0,184.0,184.0,184.0,11412.0,37458.0,3800.0,34470.0,661.0,33009.0,89179.0,33702.0,40.5,11039.0,3.3932421414983236,21191.98056,0,0,0
185,11413,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,11413.0,42443.0,3600.0,39730.0,987.0,35915.0,92219.0,39084.0,39.8,12356.0,3.435011330527679,12552.25806,0,0,0
186,11414,186.0,186.0,186.0,186.0,186.0,186.0,186.0,186.0,11414.0,29219.0,1200.0,1289.0,22761.0,34630.0,86406.0,556.0,45.0,10680.0,2.7358614232209737,11368.69565,0,0,0
187,11415,187.0,187.0,187.0,187.0,187.0,187.0,187.0,187.0,11415.0,19372.0,1600.0,1364.0,11415.0,41286.0,77634.0,1039.0,38.9,8379.0,2.311970402195966,34051.05634,0,4,4
188,11416,188.0,188.0,188.0,188.0,188.0,188.0,188.0,188.0,11416.0,27125.0,2800.0,2252.0,7440.0,26470.0,70703.0,1705.0,35.6,7217.0,3.7584869059165857,37328.82883,0,0,0
189,11417,189.0,189.0,189.0,189.0,189.0,189.0,189.0,189.0,11417.0,31927.0,3000.0,3159.0,11426.0,29900.0,78627.0,2362.0,38.3,9060.0,3.523951434878587,25886.50581,0,0,0
190,11418,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,11418.0,38517.0,3700.0,3674.0,15641.0,27398.0,66176.0,2829.0,35.1,10938.0,3.5213933077345034,22202.08206,3,0,3
191,11419,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,11419.0,49618.0,4700.0,9465.0,4991.0,26605.0,72995.0,8140.0,37.0,12479.0,3.9761198814007535,41816.6519,0,0,0
192,11420,192.0,192.0,192.0,192.0,192.0,192.0,192.0,192.0,11420.0,48489.0,4300.0,13606.0,7399.0,27552.0,72876.0,11883.0,39.2,13159.0,3.6848544722243335,21344.56208,0,0,0
193,11421,193.0,193.0,193.0,193.0,193.0,193.0,193.0,193.0,11421.0,41002.0,3800.0,2863.0,18122.0,28440.0,77034.0,1921.0,37.8,11638.0,3.523113937102595,30378.10559,0,0,0
194,11422,194.0,194.0,194.0,194.0,194.0,194.0,194.0,194.0,11422.0,32082.0,2300.0,27832.0,1759.0,37054.0,95394.0,27335.0,38.4,9653.0,3.323526364860665,15342.91478,0,0,0
195,11423,195.0,195.0,195.0,195.0,195.0,195.0,195.0,195.0,11423.0,31400.0,2600.0,13012.0,4070.0,30862.0,82727.0,12198.0,40.8,9787.0,3.2083375906815164,21252.30333,19,47,66
196,11424,196.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,11424.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
197,11425,197.0,197.0,197.0,197.0,197.0,197.0,197.0,197.0,11425.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
198,11426,198.0,198.0,198.0,198.0,198.0,198.0,198.0,198.0,11426.0,20801.0,1500.0,1573.0,8083.0,40693.0,101670.0,1379.0,38.6,6356.0,3.2726557583385776,13000.7391,0,0,0
199,11427,199.0,199.0,199.0,199.0,199.0,199.0,199.0,199.0,11427.0,24037.0,2200.0,5310.0,7047.0,32027.0,91302.0,4979.0,42.0,7500.0,3.2049333333333334,14941.73528,9,0,9
200,11428,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,11428.0,18929.0,1900.0,4770.0,4295.0,30895.0,80833.0,3982.0,40.8,5558.0,3.405721482547679,23010.80432,0,0,0
201,11429,201.0,201.0,201.0,201.0,201.0,201.0,201.0,201.0,11429.0,27403.0,2300.0,21302.0,964.0,30332.0,91303.0,20884.0,39.0,7340.0,3.733378746594005,19281.87404,0,0,0
202,11430,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,11430.0,198.0,30.0,146.0,25.0,9000.0,-666666666.0,146.0,46.9,0.0,inf,25.85359,0,0,0
203,11432,203.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,11432.0,62053.0,5600.0,11039.0,11857.0,25935.0,59914.0,9931.0,36.0,18547.0,3.3457162883485196,28296.41694,40,38,78
204,11433,204.0,204.0,204.0,204.0,204.0,204.0,204.0,204.0,11433.0,36489.0,2700.0,24254.0,1432.0,24730.0,61392.0,23459.0,35.0,10519.0,3.4688658617739327,21061.21134,0,0,0
205,11434,205.0,205.0,205.0,205.0,205.0,205.0,205.0,205.0,11434.0,65791.0,4500.0,58341.0,1927.0,31243.0,77150.0,57595.0,37.9,21462.0,3.0654645419811763,18260.96356,11,24,35
206,11435,206.0,206.0,206.0,206.0,206.0,206.0,206.0,206.0,11435.0,59296.0,4300.0,14940.0,10038.0,28991.0,66703.0,14016.0,35.8,18874.0,3.1416763802055736,35436.9637,9,0,9
207,11436,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,11436.0,20077.0,2100.0,12945.0,1132.0,30675.0,77792.0,12389.0,36.9,5581.0,3.5973839813653465,22749.049430000006,0,0,0
208,11451,208.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,11451.0,0.0,0.0,0.0,0.0,-666666666.0,-666666666.0,0.0,-666666666.0,0.0,,0.0,0,0,0
209,11691,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,11691.0,67094.0,3200.0,32786.0,26121.0,25151.0,58411.0,31425.0,31.1,20594.0,3.2579392055938623,21183.8391,40,42,82
210,11692,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,11692.0,20991.0,1300.0,12998.0,4745.0,24032.0,47530.0,12782.0,34.2,6815.0,3.080117388114453,18558.55856,12,9,21
211,11693,211.0,211.0,211.0,211.0,211.0,211.0,211.0,211.0,11693.0,12919.0,850.0,2914.0,8174.0,32794.0,68529.0,2571.0,39.5,4845.0,2.666460268317853,11951.85557,0,0,0
212,11694,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,11694.0,21354.0,1700.0,1522.0,17362.0,42139.0,110469.0,1449.0,48.5,8468.0,2.5217288615965994,14939.97072,10,21,31
213,11697,213.0,213.0,213.0,213.0,213.0,213.0,213.0,213.0,11697.0,3540.0,300.0,21.0,3378.0,44786.0,128833.0,21.0,49.1,1365.0,2.593406593406593,1837.387387,0,0,0
214,99999,,,,,,,,,,,,,,,,,,,,,0,0,0
